Step,AgentID,Wealth
3,98,1
3,99,1
3,100,2
4,1,2
4,2,1
4,3,1
4,4,1
4,5,1
4,6,1
4,7,1
4,8,1
4,9,1
4,10,1
4,11,1
4,12,1
4,13,1
4,14,1
4,15,1
4,16,1
4,17,1
4,18,1
4,19,0
4,20,2
4,21,0
4,22,1
4,23,0
4,24,1
4,25,2
4,26,1
4,27,1
4,28,2
4,29,1
4,30,1
4,31,1
4,32,1
4,33,1
4,34,1
4,35,2
4,36,1
4,37,1
4,38,0
4,39,1
4,40,1
4,41,2
4,42,1
4,43,1
4,44,1
4,45,1
4,46,1
4,47,-1
4,48,0
4,49,1
4,50,1
4,51,1
4,52,1
4,53,0
4,54,0
4,55,1
4,56,1
4,57,1
4,58,1
4,59,0
4,60,1
4,61,1
4,62,1
4,63,1
4,64,1
4,65,1
4,66,1
4,67,2
4,68,3
4,69,1
4,70,1
4,71,0
4,72,1
4,73,1
4,74,1
4,75,1
4,76,1
4,77,0
4,78,1
4,79,0
4,80,1
4,81,1
4,82,2
4,83,1
4,84,2
4,85,1
4,86,1
4,87,1
4,88,1
4,89,1
4,90,1
4,91,1
4,92,1
4,93,1
4,94,1
4,95,1
4,96,2
4,97,1
4,98,1
4,99,1
4,100,2
5,1,2
5,2,1
5,3,1
5,4,1
5,5,1
5,6,0
5,7,1
5,8,1
5,9,1
5,10,1
5,11,2
5,12,1
5,13,1
5,14,1
5,15,1
5,16,0
5,17,1
5,18,1
5,19,0
5,20,2
5,21,0
5,22,1
5,23,0
5,24,1
5,25,2
5,26,1
5,27,1
5,28,2
5,29,1
5,30,0
5,31,1
5,32,1
5,33,2
5,34,1
5,35,2
5,36,1
5,37,1
5,38,1
5,39,1
5,40,2
5,41,2
5,42,1
5,43,1
5,44,1
5,45,1
5,46,1
5,47,-1
5,48,0
5,49,1
5,50,1
5,51,1
5,52,1
5,53,0
5,54,0
5,55,1
5,56,1
5,57,1
5,58,1
5,59,-1
5,60,2
5,61,1
5,62,1
5,63,1
5,64,1
5,65,1
5,66,1
5,67,2
5,68,2
5,69,1
5,70,1
5,71,0
5,72,1
5,73,1
5,74,1
5,75,1
5,76,1
5,77,0
5,78,1
5,79,0
5,80,1
5,81,1
5,82,2
5,83,1
5,84,2
5,85,1
5,86,1
5,87,1
5,88,2
5,89,1
5,90,1
5,91,1
5,92,1
5,93,1
5,94,1
5,95,1
5,96,1
5,97,1
5,98,1
5,99,1
5,100,2
6,1,3
6,2,1
6,3,1
6,4,1
6,5,1
6,6,0
6,7,1
6,8,0
6,9,2
6,10,1
6,11,2
6,12,1
6,13,1
6,14,1
6,15,1
6,16,0
6,17,1
6,18,1
6,19,1
6,20,2
6,21,0
6,22,0
6,23,0
6,24,1
6,25,2
6,26,1
6,27,1
6,28,2
6,29,1
6,30,0
6,31,0
6,32,0
6,33,3
6,34,1
6,35,2
6,36,1
6,37,1
6,38,1
6,39,1
6,40,1
6,41,2
6,42,1
6,43,1
6,44,1
6,45,1
6,46,2
6,47,-1
6,48,0
6,49,1
6,50,1
6,51,1
6,52,1
6,53,0
6,54,0
6,55,1
6,56,1
6,57,1
6,58,1
6,59,-1
6,60,2
6,61,2
6,62,1
6,63,1
6,64,0
6,65,1
6,66,1
6,67,2
6,68,3
6,69,1
6,70,1
6,71,0
6,72,1
6,73,1
6,74,1
6,75,1
6,76,2
6,77,0
6,78,0
6,79,0
6,80,1
6,81,1
6,82,2
6,83,0
6,84,2
6,85,1
6,86,0
6,87,2
6,88,1
6,89,1
6,90,1
6,91,2
6,92,1
6,93,1
6,94,1
6,95,1
6,96,1
6,97,1
6,98,1
6,99,1
6,100,2
7,1,3
7,2,1
7,3,1
7,4,1
7,5,1
7,6,0
7,7,0
7,8,0
7,9,3
7,10,1
7,11,2
7,12,0
7,13,2
7,14,1
7,15,1
7,16,0
7,17,2
7,18,1
7,19,1
7,20,2
7,21,0
7,22,0
7,23,0
7,24,1
7,25,2
7,26,1
7,27,1
7,28,2
7,29,1
7,30,0
7,31,0
7,32,0
7,33,3
7,34,1
7,35,2
7,36,0
7,37,1
7,38,1
7,39,1
7,40,1
7,41,2
7,42,1
7,43,1
7,44,1
7,45,1
7,46,2
7,47,-1
7,48,0
7,49,1
7,50,1
7,51,1
7,52,1
7,53,-1
7,54,0
7,55,1
7,56,1
7,57,1
7,58,2
7,59,-1
7,60,2
7,61,2
7,62,1
7,63,1
7,64,1
7,65,0
7,66,1
7,67,1
7,68,3
7,69,1
7,70,1
7,71,0
7,72,1
7,73,1
7,74,1
7,75,1
7,76,2
7,77,0
7,78,0
7,79,1
7,80,1
7,81,1
7,82,2
7,83,0
7,84,2
7,85,1
7,86,0
7,87,2
7,88,1
7,89,1
7,90,1
7,91,2
7,92,1
7,93,1
7,94,1
7,95,1
7,96,1
7,97,1
7,98,1
7,99,1
7,100,2
8,1,3
8,2,0
8,3,1
8,4,1
8,5,1
8,6,0
8,7,0
8,8,0
8,9,3
8,10,1
8,11,2
8,12,0
8,13,2
8,14,1
8,15,1
8,16,-1
8,17,2
8,18,1
8,19,1
8,20,2
8,21,0
8,22,0
8,23,0
8,24,1
8,25,2
8,26,2
8,27,1
8,28,2
8,29,2
8,30,0
8,31,0
8,32,0
8,33,3
8,34,1
8,35,2
8,36,0
8,37,0
8,38,1
8,39,1
8,40,1
8,41,2
8,42,0
8,43,1
8,44,1
8,45,1
8,46,2
8,47,-1
8,48,0
8,49,0
8,50,2
8,51,1
8,52,1
8,53,0
8,54,0
8,55,1
8,56,1
8,57,1
8,58,3
8,59,-1
8,60,2
8,61,2
8,62,1
8,63,1
8,64,1
8,65,0
8,66,1
8,67,1
8,68,2
8,69,1
8,70,1
8,71,0
8,72,1
8,73,2
8,74,1
8,75,1
8,76,2
8,77,0
8,78,0
8,79,1
8,80,2
8,81,0
8,82,2
8,83,0
8,84,2
8,85,1
8,86,0
8,87,2
8,88,1
8,89,1
8,90,2
8,91,2
8,92,1
8,93,1
8,94,1
8,95,1
8,96,0
8,97,2
8,98,1
8,99,1
8,100,1
9,1,3
9,2,0
9,3,1
9,4,1
9,5,1
9,6,-1
9,7,0
9,8,0
9,9,3
9,10,2
9,11,2
9,12,0
9,13,2
9,14,1
9,15,0
9,16,-1
9,17,3
9,18,1
9,19,1
9,20,2
9,21,0
9,22,0
9,23,0
9,24,1
9,25,2
9,26,2
9,27,1
9,28,2
9,29,2
9,30,0
9,31,0
9,32,0
9,33,3
9,34,1
9,35,2
9,36,0
9,37,0
9,38,1
9,39,1
9,40,1
9,41,2
9,42,0
9,43,1
9,44,1
9,45,1
9,46,2
9,47,-1
9,48,0
9,49,0
9,50,1
9,51,1
9,52,1
9,53,1
9,54,0
9,55,0
9,56,1
9,57,1
9,58,3
9,59,-1
9,60,2
9,61,3
9,62,1
9,63,1
9,64,1
9,65,0
9,66,1
9,67,1
9,68,2
9,69,1
9,70,1
9,71,0
9,72,0
9,73,2
9,74,1
9,75,1
9,76,1
9,77,0
9,78,0
9,79,1
9,80,2
9,81,0
9,82,2
9,83,0
9,84,2
9,85,1
9,86,0
9,87,2
9,88,1
9,89,1
9,90,3
9,91,2
9,92,1
9,93,1
9,94,1
9,95,1
9,96,0
9,97,2
9,98,1
9,99,1
9,100,2
10,1,3
10,2,0
10,3,1
10,4,0
10,5,1
10,6,-1
10,7,1
10,8,0
10,9,3
10,10,2
10,11,2
10,12,0
10,13,2
10,14,1
10,15,0
10,16,-1
10,17,3
10,18,1
10,19,1
10,20,2
10,21,0
10,22,0
10,23,0
10,24,1
10,25,2
10,26,2
10,27,1
10,28,2
10,29,2
10,30,0
10,31,0
10,32,0
10,33,3
10,34,1
10,35,2
10,36,0
10,37,0
10,38,1
10,39,1
10,40,1
10,41,2
10,42,0
10,43,1
10,44,0
10,45,1
10,46,1
10,47,-1
10,48,0
10,49,0
10,50,1
10,51,1
10,52,1
10,53,1
10,54,0
10,55,0
10,56,1
10,57,1
10,58,3
10,59,-1
10,60,2
10,61,3
10,62,2
10,63,1
10,64,1
10,65,0
10,66,1
10,67,1
10,68,2
10,69,1
10,70,1
10,71,0
10,72,0
10,73,2
10,74,1
10,75,1
10,76,2
10,77,0
10,78,0
10,79,1
10,80,2
10,81,0
10,82,2
10,83,0
10,84,2
10,85,1
10,86,0
10,87,3
10,88,1
10,89,0
10,90,3
10,91,2
10,92,1
10,93,1
10,94,1
10,95,1
10,96,0
10,97,2
10,98,1
10,99,1
10,100,2
11,1,3
11,2,0
11,3,1
11,4,0
11,5,1
11,6,-1
11,7,1
11,8,0
11,9,3
11,10,1
11,11,2
11,12,0
11,13,2
11,14,1
11,15,0
11,16,-1
11,17,2
11,18,1
11,19,1
11,20,2
11,21,0
11,22,0
11,23,1
11,24,1
11,25,2
11,26,1
11,27,1
11,28,2
11,29,2
11,30,0
11,31,1
11,32,0
11,33,4
11,34,1
11,35,2
11,36,0
11,37,0
11,38,1
11,39,1
11,40,1
11,41,2
11,42,-1
11,43,1
11,44,0
11,45,1
11,46,1
11,47,-1
11,48,0
11,49,0
11,50,1
11,51,1
11,52,1
11,53,1
11,54,0
11,55,0
11,56,1
11,57,1
11,58,3
11,59,-1
11,60,2
11,61,3
11,62,2
11,63,2
11,64,2
11,65,0
11,66,0
11,67,1
11,68,2
11,69,2
11,70,1
11,71,0
11,72,1
11,73,2
11,74,1
11,75,0
11,76,2
11,77,0
11,78,0
11,79,1
11,80,2
11,81,0
11,82,2
11,83,-1
11,84,2
11,85,1
11,86,0
11,87,3
11,88,2
11,89,0
11,90,3
11,91,2
11,92,1
11,93,1
11,94,0
11,95,1
11,96,0
11,97,2
11,98,1
11,99,1
11,100,2
12,1,3
12,2,0
12,3,1
12,4,0
12,5,2
12,6,-1
12,7,1
12,8,0
12,9,3
12,10,1
12,11,2
12,12,0
12,13,2
12,14,1
12,15,0
12,16,-2
12,17,2
12,18,1
12,19,0
12,20,2
12,21,0
12,22,0
12,23,1
12,24,1
12,25,2
12,26,3
12,27,1
12,28,2
12,29,3
12,30,-1
12,31,1
12,32,-1
12,33,4
12,34,1
12,35,2
12,36,0
12,37,0
12,38,1
12,39,1
12,40,1
12,41,2
12,42,-1
12,43,1
12,44,0
12,45,1
12,46,1
12,47,-2
12,48,0
12,49,0
12,50,1
12,51,1
12,52,1
12,53,1
12,54,0
12,55,0
12,56,1
12,57,1
12,58,3
12,59,0
12,60,2
12,61,3
12,62,2
12,63,2
12,64,2
12,65,0
12,66,0
12,67,1
12,68,2
12,69,2
12,70,1
12,71,0
12,72,0
12,73,1
12,74,2
12,75,0
12,76,1
12,77,0
12,78,0
12,79,1
12,80,2
12,81,2
12,82,2
12,83,-1
12,84,2
12,85,1
12,86,0
12,87,3
12,88,2
12,89,0
12,90,3
12,91,2
12,92,1
12,93,1
12,94,0
12,95,1
12,96,0
12,97,2
12,98,1
12,99,1
12,100,2
13,1,4
13,2,0
13,3,1
13,4,0
13,5,2
13,6,-1
13,7,2
13,8,0
13,9,3
13,10,1
13,11,2
13,12,-1
13,13,2
13,14,1
13,15,0
13,16,-2
13,17,1
13,18,1
13,19,0
13,20,2
13,21,0
13,22,0
13,23,1
13,24,1
13,25,3
13,26,3
13,27,1
13,28,2
13,29,3
13,30,0
13,31,1
13,32,-1
13,33,4
13,34,1
13,35,2
13,36,1
13,37,-1
13,38,1
13,39,1
13,40,1
13,41,2
13,42,-1
13,43,1
13,44,0
13,45,1
13,46,1
13,47,-2
13,48,0
13,49,0
13,50,1
13,51,1
13,52,1
13,53,1
13,54,0
13,55,0
13,56,2
13,57,1
13,58,3
13,59,-1
13,60,2
13,61,3
13,62,2
13,63,2
13,64,2
13,65,0
13,66,0
13,67,1
13,68,2
13,69,2
13,70,1
13,71,0
13,72,0
13,73,1
13,74,2
13,75,0
13,76,0
13,77,0
13,78,0
13,79,1
13,80,2
13,81,2
13,82,2
13,83,-1
13,84,2
13,85,1
13,86,0
13,87,2
13,88,2
13,89,0
13,90,3
13,91,2
13,92,1
13,93,1
13,94,0
13,95,1
13,96,0
13,97,2
13,98,1
13,99,1
13,100,2
14,1,4
14,2,0
14,3,1
14,4,0
14,5,3
14,6,-1
14,7,2
14,8,0
14,9,2
14,10,1
14,11,2
14,12,-1
14,13,2
14,14,0
14,15,0
14,16,-2
14,17,1
14,18,1
14,19,0
14,20,1
14,21,0
14,22,0
14,23,1
14,24,1
14,25,3
14,26,3
14,27,1
14,28,2
14,29,3
14,30,0
14,31,1
14,32,-1
14,33,4
14,34,0
14,35,2
14,36,1
14,37,-1
14,38,1
14,39,1
14,40,1
14,41,2
14,42,-1
14,43,1
14,44,0
14,45,0
14,46,1
14,47,-1
14,48,0
14,49,0
14,50,1
14,51,2
14,52,1
14,53,1
14,54,0
14,55,0
14,56,2
14,57,1
14,58,3
14,59,-1
14,60,2
14,61,3
14,62,3
14,63,2
14,64,2
14,65,0
14,66,0
14,67,1
14,68,2
14,69,2
14,70,1
14,71,0
14,72,0
14,73,1
14,74,1
14,75,0
14,76,0
14,77,0
14,78,0
14,79,1
14,80,2
14,81,2
14,82,2
14,83,-1
14,84,2
14,85,1
14,86,1
14,87,2
14,88,3
14,89,0
14,90,3
14,91,2
14,92,0
14,93,1
14,94,0
14,95,1
14,96,0
14,97,2
14,98,1
14,99,2
14,100,2
15,1,5
15,2,0
15,3,1
15,4,0
15,5,3
15,6,-1
15,7,2
15,8,0
15,9,2
15,10,2
15,11,2
15,12,-1
15,13,1
15,14,0
15,15,0
15,16,-2
15,17,1
15,18,1
15,19,-1
15,20,1
15,21,0
15,22,0
15,23,1
15,24,1
15,25,3
15,26,3
15,27,1
15,28,1
15,29,3
15,30,0
15,31,1
15,32,-1
15,33,4
15,34,0
15,35,3
15,36,1
15,37,-1
15,38,1
15,39,1
15,40,1
15,41,2
15,42,-1
15,43,1
15,44,0
15,45,0
15,46,1
15,47,-1
15,48,0
15,49,0
15,50,1
15,51,3
15,52,1
15,53,1
15,54,0
15,55,-1
15,56,2
15,57,1
15,58,4
15,59,-1
15,60,2
15,61,3
15,62,3
15,63,1
15,64,2
15,65,0
15,66,0
15,67,1
15,68,2
15,69,1
15,70,1
15,71,1
15,72,0
15,73,1
15,74,1
15,75,0
15,76,0
15,77,0
15,78,0
15,79,1
15,80,2
15,81,2
15,82,2
15,83,-1
15,84,2
15,85,1
15,86,1
15,87,2
15,88,3
15,89,0
15,90,3
15,91,2
15,92,1
15,93,1
15,94,0
15,95,1
15,96,0
15,97,2
15,98,1
15,99,1
15,100,2
16,1,5
16,2,0
16,3,1
16,4,0
16,5,3
16,6,-1
16,7,2
16,8,-1
16,9,2
16,10,2
16,11,2
16,12,-1
16,13,1
16,14,0
16,15,0
16,16,-2
16,17,1
16,18,1
16,19,-1
16,20,1
16,21,0
16,22,-1
16,23,1
16,24,1
16,25,3
16,26,3
16,27,1
16,28,2
16,29,3
16,30,0
16,31,0
16,32,-1
16,33,5
16,34,0
16,35,3
16,36,1
16,37,-1
16,38,1
16,39,1
16,40,1
16,41,3
16,42,-1
16,43,1
16,44,0
16,45,0
16,46,1
16,47,-1
16,48,1
16,49,0
16,50,1
16,51,3
16,52,1
16,53,0
16,54,0
16,55,-1
16,56,2
16,57,1
16,58,4
16,59,-1
16,60,2
16,61,3
16,62,3
16,63,0
16,64,2
16,65,0
16,66,0
16,67,1
16,68,2
16,69,1
16,70,1
16,71,0
16,72,0
16,73,1
16,74,2
16,75,0
16,76,0
16,77,-1
16,78,0
16,79,1
16,80,2
16,81,2
16,82,2
16,83,-1
16,84,2
16,85,1
16,86,1
16,87,2
16,88,3
16,89,0
16,90,3
16,91,3
16,92,2
16,93,3
16,94,0
16,95,1
16,96,0
16,97,1
16,98,0
16,99,1
16,100,2
17,1,6
17,2,0
17,3,2
17,4,0
17,5,4
17,6,-1
17,7,2
17,8,-1
17,9,2
17,10,2
17,11,2
17,12,-1
17,13,1
17,14,0
17,15,0
17,16,-2
17,17,0
17,18,1
17,19,-1
17,20,0
17,21,0
17,22,-1
17,23,1
17,24,1
17,25,3
17,26,3
17,27,1
17,28,2
17,29,3
17,30,0
17,31,0
17,32,-1
17,33,5
17,34,1
17,35,3
17,36,1
17,37,-1
17,38,1
17,39,0
17,40,1
17,41,4
17,42,-1
17,43,0
17,44,0
17,45,0
17,46,1
17,47,-1
17,48,1
17,49,0
17,50,1
17,51,3
17,52,0
17,53,0
17,54,0
17,55,-1
17,56,3
17,57,1
17,58,4
17,59,-1
17,60,2
17,61,4
17,62,3
17,63,-1
17,64,2
17,65,0
17,66,0
17,67,1
17,68,2
17,69,1
17,70,1
17,71,0
17,72,0
17,73,2
17,74,2
17,75,1
17,76,0
17,77,-1
17,78,0
17,79,1
17,80,2
17,81,2
17,82,2
17,83,-1
17,84,2
17,85,1
17,86,1
17,87,1
17,88,3
17,89,0
17,90,3
17,91,2
17,92,2
17,93,3
17,94,0
17,95,1
17,96,0
17,97,1
17,98,0
17,99,0
17,100,2
18,1,6
18,2,0
18,3,2
18,4,0
18,5,3
18,6,-2
18,7,2
18,8,-1
18,9,3
18,10,2
18,11,2
18,12,-2
18,13,1
18,14,0
18,15,0
18,16,-2
18,17,0
18,18,1
18,19,-1
18,20,0
18,21,0
18,22,-1
18,23,1
18,24,1
18,25,3
18,26,3
18,27,1
18,28,2
18,29,3
18,30,0
18,31,0
18,32,0
18,33,5
18,34,2
18,35,3
18,36,1
18,37,-1
18,38,1
18,39,1
18,40,1
18,41,4
18,42,-1
18,43,2
18,44,0
18,45,0
18,46,1
18,47,-1
18,48,1
18,49,0
18,50,1
18,51,2
18,52,0
18,53,0
18,54,0
18,55,-1
18,56,3
18,57,1
18,58,4
18,59,-1
18,60,2
18,61,4
18,62,3
18,63,-1
18,64,2
18,65,0
18,66,0
18,67,1
18,68,2
18,69,1
18,70,1
18,71,0
18,72,0
18,73,2
18,74,2
18,75,1
18,76,0
18,77,-1
18,78,0
18,79,1
18,80,2
18,81,2
18,82,2
18,83,-1
18,84,2
18,85,1
18,86,1
18,87,1
18,88,3
18,89,0
18,90,3
18,91,2
18,92,1
18,93,3
18,94,0
18,95,1
18,96,0
18,97,0
18,98,0
18,99,0
18,100,2
19,1,6
19,2,0
19,3,1
19,4,0
19,5,3
19,6,-2
19,7,2
19,8,-1
19,9,3
19,10,2
19,11,2
19,12,-2
19,13,1
19,14,0
19,15,0
19,16,-2
19,17,0
19,18,1
19,19,-1
19,20,0
19,21,0
19,22,-1
19,23,1
19,24,1
19,25,3
19,26,3
19,27,1
19,28,2
19,29,4
19,30,0
19,31,-1
19,32,0
19,33,6
19,34,2
19,35,3
19,36,1
19,37,-1
19,38,1
19,39,1
19,40,1
19,41,4
19,42,-2
19,43,1
19,44,0
19,45,0
19,46,0
19,47,-1
19,48,1
19,49,0
19,50,1
19,51,2
19,52,0
19,53,0
19,54,0
19,55,-1
19,56,3
19,57,1
19,58,4
19,59,-1
19,60,2
19,61,4
19,62,3
19,63,-1
19,64,3
19,65,0
19,66,0
19,67,1
19,68,2
19,69,1
19,70,1
19,71,0
19,72,1
19,73,2
19,74,2
19,75,2
19,76,0
19,77,-1
19,78,0
19,79,1
19,80,2
19,81,2
19,82,2
19,83,-1
19,84,2
19,85,1
19,86,1
19,87,1
19,88,3
19,89,0
19,90,3
19,91,2
19,92,1
19,93,3
19,94,0
19,95,1
19,96,0
19,97,0
19,98,0
19,99,0
19,100,2
20,1,6
20,2,0
20,3,1
20,4,0
20,5,3
20,6,-1
20,7,1
20,8,-1
20,9,3
20,10,1
20,11,1
20,12,-2
20,13,2
20,14,0
20,15,0
20,16,-2
20,17,0
20,18,1
20,19,0
20,20,0
20,21,0
20,22,0
20,23,1
20,24,1
20,25,3
20,26,3
20,27,1
20,28,2
20,29,4
20,30,0
20,31,-1
20,32,0
20,33,6
20,34,2
20,35,3
20,36,1
20,37,-2
20,38,1
20,39,1
20,40,1
20,41,4
20,42,-2
20,43,1
20,44,0
20,45,0
20,46,0
20,47,-1
20,48,1
20,49,0
20,50,1
20,51,2
20,52,0
20,53,-1
20,54,0
20,55,-1
20,56,4
20,57,1
20,58,4
20,59,-1
20,60,2
20,61,4
20,62,3
20,63,-1
20,64,3
20,65,0
20,66,0
20,67,1
20,68,2
20,69,1
20,70,1
20,71,0
20,72,1
20,73,2
20,74,2
20,75,2
20,76,0
20,77,-1
20,78,0
20,79,1
20,80,2
20,81,2
20,82,2
20,83,-1
20,84,2
20,85,1
20,86,1
20,87,1
20,88,3
20,89,0
20,90,3
20,91,2
20,92,1
20,93,3
20,94,-1
20,95,2
20,96,0
20,97,0
20,98,0
20,99,0
20,100,2
21,1,6
21,2,0
21,3,1
21,4,0
21,5,3
21,6,-1
21,7,1
21,8,-1
21,9,3
21,10,1
21,11,1
21,12,-3
21,13,2
21,14,0
21,15,0
21,16,-2
21,17,0
21,18,1
21,19,0
21,20,1
21,21,0
21,22,0
21,23,1
21,24,1
21,25,3
21,26,3
21,27,1
21,28,2
21,29,4
21,30,0
21,31,-1
21,32,-1
21,33,6
21,34,2
21,35,2
21,36,1
21,37,-2
21,38,2
21,39,1
21,40,1
21,41,4
21,42,-2
21,43,2
21,44,1
21,45,0
21,46,0
21,47,-1
21,48,0
21,49,0
21,50,1
21,51,1
21,52,0
21,53,-1
21,54,0
21,55,-1
21,56,3
21,57,1
21,58,4
21,59,-1
21,60,2
21,61,4
21,62,3
21,63,-1
21,64,3
21,65,0
21,66,0
21,67,1
21,68,2
21,69,1
21,70,1
21,71,0
21,72,1
21,73,2
21,74,2
21,75,2
21,76,0
21,77,-1
21,78,0
21,79,1
21,80,2
21,81,2
21,82,2
21,83,-1
21,84,2
21,85,1
21,86,1
21,87,1
21,88,3
21,89,1
21,90,3
21,91,2
21,92,1
21,93,4
21,94,-1
21,95,2
21,96,0
21,97,0
21,98,0
21,99,0
21,100,2
22,1,6
22,2,0
22,3,1
22,4,0
22,5,3
22,6,-1
22,7,1
22,8,-1
22,9,3
22,10,1
22,11,1
22,12,-3
22,13,2
22,14,0
22,15,0
22,16,-2
22,17,0
22,18,1
22,19,-1
22,20,2
22,21,0
22,22,0
22,23,3
22,24,1
22,25,3
22,26,3
22,27,1
22,28,2
22,29,4
22,30,-1
22,31,-1
22,32,-1
22,33,6
22,34,2
22,35,1
22,36,1
22,37,-2
22,38,3
22,39,1
22,40,1
22,41,4
22,42,-2
22,43,1
22,44,1
22,45,0
22,46,0
22,47,-1
22,48,0
22,49,0
22,50,1
22,51,1
22,52,0
22,53,-1
22,54,0
22,55,-1
22,56,3
22,57,1
22,58,4
22,59,-1
22,60,2
22,61,4
22,62,3
22,63,-2
22,64,3
22,65,0
22,66,0
22,67,1
22,68,3
22,69,1
22,70,1
22,71,0
22,72,1
22,73,2
22,74,2
22,75,2
22,76,0
22,77,-1
22,78,0
22,79,0
22,80,2
22,81,2
22,82,2
22,83,-1
22,84,2
22,85,2
22,86,2
22,87,1
22,88,3
22,89,1
22,90,2
22,91,2
22,92,1
22,93,4
22,94,-1
22,95,2
22,96,0
22,97,0
22,98,0
22,99,0
22,100,2
23,1,6
23,2,0
23,3,1
23,4,0
23,5,4
23,6,-1
23,7,1
23,8,-2
23,9,3
23,10,1
23,11,1
23,12,-3
23,13,2
23,14,0
23,15,0
23,16,-2
23,17,0
23,18,1
23,19,-1
23,20,2
23,21,0
23,22,0
23,23,3
23,24,1
23,25,3
23,26,3
23,27,1
23,28,2
23,29,4
23,30,-1
23,31,-1
23,32,-1
23,33,6
23,34,2
23,35,1
23,36,1
23,37,-2
23,38,3
23,39,1
23,40,1
23,41,4
23,42,-2
23,43,1
23,44,1
23,45,0
23,46,0
23,47,-1
23,48,-1
23,49,0
23,50,1
23,51,1
23,52,0
23,53,-1
23,54,0
23,55,-1
23,56,3
23,57,1
23,58,4
23,59,-1
23,60,2
23,61,5
23,62,3
23,63,-2
23,64,3
23,65,0
23,66,0
23,67,1
23,68,3
23,69,1
23,70,1
23,71,0
23,72,1
23,73,2
23,74,2
23,75,2
23,76,0
23,77,-1
23,78,0
23,79,0
23,80,2
23,81,2
23,82,2
23,83,-1
23,84,2
23,85,2
23,86,2
23,87,1
23,88,3
23,89,1
23,90,2
23,91,2
23,92,1
23,93,4
23,94,-1
23,95,2
23,96,0
23,97,0
